Longitude,Latitude,LoS,distance,num_paths,DoD_phi,DoD_theta,DoA_phi,DoA_theta,phase,ToA,y
272.822998,475.7709961,0,39.96630096,1,-9.957039833,92.8832016,9.957039833,87.1167984,2.821449995,2.65E-07,131.7539978
273.0230103,475.7709961,0,40.15309906,1,-9.982049942,92.89040375,9.982049942,87.10959625,138.6300049,2.65E-07,125.5250015
273.2229919,475.7709961,0,40.34000015,1,-10.00720024,92.89759827,10.00720024,87.10240173,-86.13289642,2.64E-07,124.9749985
273.4230042,475.7709961,0,40.52709961,1,-51.74670029,92.16619873,-127.8069992,87.83380127,123.1169968,3.53E-07,110.8219986
273.6229858,475.7709961,0,40.71429825,1,-51.66120148,92.16369629,-127.8919983,87.83630371,-43.11849976,3.54E-07,112.1409988
273.822998,475.7709961,0,40.90159988,1,-51.57590103,92.16120148,-127.9769974,87.83879852,142.7740021,3.54E-07,113.5230026
274.0230103,475.7709961,0,41.0890007,1,-51.49069977,92.15869904,-128.0630035,87.84130096,-39.18590164,3.54E-07,112.4830017
274.2229919,475.7709961,0,41.27659988,1,-51.40579987,92.15619659,-128.1470032,87.84380341,131.0200043,3.55E-07,110.2089996
274.4230042,475.7709961,0,41.46429825,1,-51.32109833,92.1536026,-128.2319946,87.8463974,-66.58869934,3.55E-07,108.2139969
274.6229858,475.7709961,0,41.65200043,1,-51.23659897,92.15110016,-128.3170013,87.84889984,88.00859833,3.56E-07,107.0459976
274.822998,475.7709961,0,41.83990097,1,-51.15219879,92.14859772,-128.401001,87.85140228,-125.1679993,3.56E-07,106.7949982
275.0230103,475.7709961,0,42.0279007,1,-51.06809998,92.14610291,-128.4850006,87.85389709,13.90299988,3.56E-07,106.935997
275.2229919,475.7709961,0,42.2159996,1,-50.98419952,92.14360046,-128.5690002,87.85639954,145.2420044,3.57E-07,106.6240005
275.4230042,475.7709961,0,42.40430069,1,-50.90039825,92.14109802,-128.6529999,87.85890198,-91.12960052,3.57E-07,106.2959976
275.6229858,475.7709961,0,42.59260178,1,-50.81689835,92.13860321,-128.7359924,87.86139679,24.80979919,3.58E-07,106.9749985
275.822998,475.7709961,0,42.78099823,1,-50.73350143,92.13619995,-128.8200073,87.86380005,133.0820007,3.58E-07,108.0110016
276.0230103,475.7709961,0,42.96960068,1,-50.65039825,92.13369751,-128.9029999,87.86630249,-126.2910004,3.58E-07,108.1620026
276.2229919,475.7709961,0,43.15819931,1,-50.56740189,92.1312027,-128.9859924,87.8687973,-33.28779984,3.59E-07,109.1549988
276.4230042,475.7709961,0,43.34700012,1,-50.48460007,92.12870026,-129.0690002,87.87129974,52.11589813,3.59E-07,109.8180008
276.6229858,475.7709961,0,43.53580093,1,-50.40209961,92.12619781,-129.151001,87.87380219,129.9440002,3.60E-07,109.1809998
276.822998,475.7709961,0,43.72480011,1,-50.31969833,92.123703,-129.2339935,87.876297,-159.779007,3.60E-07,109.9909973
277.0230103,475.7709961,0,43.91379929,1,-50.23749924,92.12120056,-129.3159943,87.87879944,-97.02400208,3.61E-07,108.302002
277.2229919,475.7709961,0,44.10300064,1,-50.1554985,92.11869812,-129.397995,87.88130188,-41.75979996,3.61E-07,107.6839981
277.4230042,475.7709961,0,44.29219818,1,-50.07369995,93.80539703,-129.4799957,93.80539703,28.03989983,3.62E-07,114.197998
277.6229858,475.7709961,0,44.48149872,1,-49.99209976,93.80090332,-129.5610046,93.80090332,74.95780182,3.62E-07,118.4440002
277.822998,475.7709961,0,44.67100143,1,-49.91070175,93.79640198,-129.6430054,93.79640198,114.4919968,3.63E-07,121.7279968
278.0230103,475.7709961,0,44.86050034,1,-49.82939911,93.79199982,-129.723999,93.79199982,146.7039948,3.63E-07,114.1490021
278.2229919,475.7709961,0,45.05009842,1,-49.74840164,93.78749847,-129.8049927,93.78749847,171.6719971,3.64E-07,112.7969971
278.4230042,475.7709961,0,45.2397995,1,-49.66749954,93.78309631,-129.8860016,93.78309631,-170.4909973,3.64E-07,123.4520035
242.4230042,475.9710083,1,15.71650028,1,-62.92010117,104.7440033,117.0800018,75.25550079,-132.4880066,5.24E-08,87.88659668
242.6230011,475.9710083,1,15.80560017,1,-62.25279999,104.6600037,117.7470016,75.34049988,111.7689972,5.27E-08,85.84629822
242.822998,475.9710083,1,15.89669991,1,-61.59370041,104.5739975,118.4059982,75.42630005,-71.82460022,5.30E-08,84.73899841
243.022995,475.9710083,1,15.98980045,1,-60.94260025,104.4869995,119.0569992,75.51300049,37.88990021,5.34E-08,85.64929962
243.2230072,475.9710083,1,16.08480072,1,-60.29959869,104.4000015,119.6999969,75.60050201,82.07050323,5.37E-08,85.59429932
243.4230042,475.9710083,1,16.18169975,1,-59.66479874,104.310997,120.3349991,75.68859863,61.87170029,5.40E-08,87.08560181
243.6230011,475.9710083,1,16.28050041,1,-59.0381012,104.2229996,120.961998,75.77729797,-21.55660057,5.43E-08,83.0345993
243.822998,475.9710083,1,16.38120079,1,-58.41949844,104.1340027,121.5810013,75.86650085,-167.0700073,5.47E-08,85.85310364
244.022995,475.9710083,1,16.4836998,1,-57.80899811,104.0439987,122.1910019,75.95610046,-13.53170013,5.50E-08,86.2818985
244.2230072,475.9710083,1,16.58790016,1,-57.20660019,103.9540024,122.7929993,76.04620361,80.18830109,5.53E-08,87.49559784
244.4230042,475.9710083,1,16.69389915,1,-56.61220169,103.862999,123.3880005,76.13659668,115.2109985,5.57E-08,86.65650177
244.6230011,475.9710083,1,16.8015995,1,-56.02590179,103.7730026,123.973999,76.22720337,92.64579773,5.61E-08,84.06210327
244.822998,475.9710083,1,16.9109993,1,-55.44749832,103.6819992,124.552002,76.31800079,13.59440041,5.64E-08,85.43319702
245.022995,475.9710083,1,17.02199936,1,-54.8771019,103.5910034,125.1230011,76.40899658,-120.8550034,5.68E-08,86.23590088
245.2230072,475.9710083,1,17.13470078,1,-54.3144989,103.5,125.6849976,76.5,50.37549973,5.72E-08,85.74140167
245.4230042,475.9710083,1,17.24889946,1,-53.75979996,103.4089966,126.2399979,76.5911026,168.348999,5.76E-08,86.6364975
245.6230011,475.9710083,1,17.36470032,1,-53.21279907,103.3180008,126.7870026,76.68219757,-125.8830032,5.79E-08,86.28309631
245.822998,475.9710083,1,17.48200035,1,-52.67359924,103.2269974,127.3259964,76.77320099,-111.2829971,5.83E-08,86.02539825
246.022995,475.9710083,0,17.60079956,1,-146.3410034,106.5680008,145.8950043,106.5680008,-52.61560059,8.42E-08,109.2080002
246.2230072,475.9710083,0,17.72100067,1,-146.6049957,99.32240295,146.1580048,80.67759705,168.8070068,8.24E-08,113.5339966
246.4230042,475.9710083,0,17.84269905,1,-146.8650055,99.26029968,146.4179993,80.73970032,53.46350098,8.29E-08,102.8889999
246.6230011,475.9710083,0,17.96579933,1,-50.59209824,112.3470001,129.4080048,112.3470001,94.57749939,6.32E-08,118.5400009
246.822998,475.9710083,0,18.09029961,1,-50.09019852,112.2009964,129.9100037,112.2009964,81.60209656,6.36E-08,98.0684967
247.022995,475.9710083,0,18.21610069,1,-147.625,99.07769775,147.1779938,80.92230225,-63.00640106,8.46E-08,102.723999
247.2230072,475.9710083,0,18.34320068,1,-147.8710022,99.01809692,147.423996,80.98190308,102.2070007,8.51E-08,103.1949997
247.4230042,475.9710083,0,18.47159958,1,-148.1139984,98.95909882,147.6679993,81.04090118,-109.0569992,8.57E-08,102.0039978
247.6230011,475.9710083,0,18.60129929,1,-81.74949646,92.71170044,-98.25050354,87.28829956,132.1940002,2.82E-07,96.46070099
247.822998,475.9710083,0,18.73220062,1,-81.61530304,92.71080017,-98.38469696,87.28919983,-119.8209991,2.82E-07,99.02590179
248.022995,475.9710083,0,18.86429977,1,-81.48110199,92.70980072,-98.51889801,87.29019928,-27.40589905,2.82E-07,98.82579803
248.2230072,475.9710083,0,18.99769974,1,-81.3470993,92.70890045,-98.6529007,87.29109955,49.45610046,2.82E-07,97.39800262
248.4230042,475.9710083,0,19.13209915,1,-81.21309662,92.707901,-98.78690338,87.292099,110.7809982,2.83E-07,98.59549713
248.6230011,475.9710083,0,19.26779938,1,-81.07929993,92.70690155,-98.92070007,87.29309845,156.5859985,2.83E-07,99.78949738
248.822998,475.9710083,0,19.40449905,1,-80.94550323,92.7059021,-99.05449677,87.2940979,-173.1130066,2.83E-07,96.34809875
249.022995,475.9710083,0,19.54229927,1,-80.81189728,92.70490265,-99.18810272,87.29509735,-158.2969971,2.83E-07,99.96920013
249.2230072,475.9710083,0,19.68120003,1,-80.67829895,92.7039032,-99.32170105,87.2960968,-158.951004,2.83E-07,96.42870331
249.4230042,475.9710083,0,19.82110023,1,-80.5447998,92.70290375,-99.4552002,87.29709625,-175.0559998,2.83E-07,97.97419739
249.6230011,475.9710083,0,19.96209908,1,-80.41149902,92.70179749,-99.58850098,87.29820251,153.4049988,2.83E-07,97.76940155
249.822998,475.9710083,0,20.10400009,1,-80.27819824,92.70069885,-99.72180176,87.29930115,106.4509964,2.83E-07,95.9332962
250.022995,475.9710083,0,20.24699974,1,-80.14510345,92.6996994,-99.85489655,87.3003006,44.09989929,2.83E-07,97.97280121
250.2230072,475.9710083,0,20.39089966,1,-80.01210022,92.69860077,-99.98789978,87.30139923,-33.63010025,2.83E-07,95.55960083
250.4230042,475.9710083,0,20.53569984,1,-79.87909698,92.69750214,-100.1210022,87.30249786,-126.7200012,2.84E-07,97.08769989
250.6230011,475.9710083,0,20.68149948,1,-79.74629974,92.69629669,-100.2539978,87.30370331,124.8479996,2.84E-07,96.58989716
250.822998,475.9710083,0,20.8281002,1,-79.61360168,92.69519806,-100.3860016,87.30480194,1.095020056,2.84E-07,96.44850159
251.022995,475.9710083,0,20.97570038,1,-79.48100281,92.69400024,-100.5189972,87.30599976,-137.9609985,2.84E-07,98.11380005
251.2230072,475.9710083,0,21.12409973,1,-79.34850311,92.69290161,-100.651001,87.30709839,67.69960022,2.84E-07,96.73770142
251.4230042,475.9710083,0,21.27330017,1,-79.21620178,92.6917038,-100.7839966,87.3082962,-101.9029999,2.84E-07,96.50080109
251.6230011,475.9710083,0,21.42340088,1,-79.08390045,92.69049835,-100.9160004,87.30950165,73.25060272,2.84E-07,96.41490173
251.822998,475.9710083,0,21.57430077,1,-78.95179749,92.68930054,-101.0479965,87.31069946,-126.8190002,2.84E-07,96.55130005
252.022995,475.9710083,0,21.72590065,1,-78.81980133,92.68810272,-101.1800003,87.31189728,17.90859985,2.85E-07,96.50180054
252.2230072,475.9710083,0,21.8784008,1,-78.68789673,92.68689728,-101.3119965,87.31310272,147.4539948,2.85E-07,96.60520172
252.4230042,475.9710083,0,22.03160095,1,-78.55609894,92.68560028,-101.4440002,87.31439972,-98.16259766,2.85E-07,96.69819641
252.6230011,475.9710083,0,22.18560028,1,-78.42449951,92.68440247,-101.5759964,87.31559753,1.08047998,2.85E-07,92.11039734
252.822998,475.9710083,0,22.34020042,1,-78.29299927,92.68309784,-101.7070007,87.31690216,85.20420074,2.85E-07,91.71179962
253.022995,475.9710083,0,22.49570084,1,-78.16159821,92.68180084,-101.8379974,87.31819916,154.2299957,2.85E-07,95.41809845
253.2230072,475.9710083,0,22.65180016,1,-78.03029633,92.68049622,-101.9700012,87.31950378,-151.8209991,2.85E-07,101.8889999
253.4230042,475.9710083,0,22.80850029,1,-77.89910126,92.67919922,-102.1009979,87.32080078,-112.9260025,2.86E-07,94.85790253
253.6230011,475.9710083,0,22.9659996,1,-77.76809692,92.67790222,-102.2320023,87.32209778,-89.06400299,2.86E-07,91.7888031
253.822998,475.9710083,0,23.12409973,1,-77.6371994,92.6765976,-102.362999,87.3234024,-80.21240234,2.86E-07,94.07150269
254.022995,475.9710083,0,23.28289986,1,-77.50650024,92.67520142,-102.4940033,87.32479858,-86.34889984,2.86E-07,101.7269974
254.2230072,475.9710083,0,23.4423008,1,-77.37590027,92.67389679,-102.6240005,87.32610321,-107.4509964,2.86E-07,92.85669708
254.4230042,475.9710083,0,23.60230064,1,-77.24539948,92.67250061,-102.7549973,87.32749939,-143.4960022,2.86E-07,91.78919983
254.6230011,475.9710083,0,23.7628994,1,-77.11499786,92.6710968,-102.8850021,87.3289032,165.5390015,2.86E-07,103.2519989
254.822998,475.9710083,0,23.92410088,1,-76.98480225,92.66970062,-103.0149994,87.33029938,99.67759705,2.87E-07,94.92549896
255.022995,475.9710083,0,24.08589935,1,-76.85469818,92.66829681,-103.1449966,87.33170319,18.94249916,2.87E-07,94.81759644
255.2230072,475.9710083,0,24.24830055,1,-76.72480011,92.66690063,-103.2750015,87.33309937,-76.6427002,2.87E-07,102.3290024
255.4230042,475.9710083,0,24.41119957,1,-76.59500122,92.66549683,-103.4049988,87.33450317,172.9459991,2.87E-07,91.37840271
255.6230011,475.9710083,0,24.5746994,1,-76.46530151,92.66400146,-103.5350037,87.33599854,47.73149872,2.87E-07,91.99009705
255.822998,475.9710083,0,24.73870087,1,-76.33580017,92.66259766,-103.6640015,87.33740234,-92.26129913,2.87E-07,94.16699982
256.0230103,475.9710083,0,24.90320015,1,-76.20639801,92.66110229,-103.7939987,87.33889771,112.9919968,2.87E-07,90.46099854
256.2229919,475.9710083,0,25.06819916,1,-76.07710266,92.6595993,-103.9229965,87.3404007,-56.4856987,2.88E-07,100.6240005
256.4230042,475.9710083,0,25.23380089,1,-75.94799805,92.65820313,-104.052002,87.34179688,119.3320007,2.88E-07,96.26300049
256.6229858,475.9710083,0,25.39979935,1,-75.81909943,92.65670013,-104.1809998,87.34329987,-79.53209686,2.88E-07,102.6709976
256.822998,475.9710083,0,25.56640053,1,-75.69029999,92.65509796,-104.3099976,87.34490204,66.94830322,2.88E-07,91.36720276
257.0230103,475.9710083,0,25.73340034,1,-75.56159973,92.6536026,-104.4380035,87.3463974,-161.2019958,2.88E-07,91.32230377
257.2229919,475.9710083,0,25.90089989,1,-75.43309784,92.65209961,-104.5670013,87.34790039,-43.95869827,2.88E-07,93.10669708
257.4230042,475.9710083,0,26.06879997,1,-75.30480194,92.65049744,-104.6949997,87.34950256,58.70439911,2.89E-07,92.63230133
257.6229858,475.9710083,0,26.23719978,1,-75.1765976,92.64900208,-104.822998,87.35099792,146.8130035,2.89E-07,106.4779968
257.822998,475.9710083,0,26.40600014,1,-75.04850006,92.6473999,-104.9509964,87.3526001,-139.6080017,2.89E-07,100.3099976
258.0230103,475.9710083,0,26.57530022,1,-74.92060089,92.64579773,-105.0790024,87.35420227,-80.53309631,2.89E-07,94.16840363
258.2229919,475.9710083,0,26.74500084,1,-74.79290009,92.64420319,-105.2070007,87.35579681,-35.93510056,2.89E-07,94.34580231
258.4230042,475.9710083,0,26.9151001,1,-74.66529846,92.64260101,-105.3349991,87.35739899,-5.7885499,2.89E-07,94.95159912
258.6229858,475.9710083,0,27.0855999,1,-74.53780365,92.64099884,-105.461998,87.35900116,9.932939529,2.90E-07,98.73660278
258.822998,475.9710083,0,27.25650024,1,-74.41049957,92.63939667,-105.5889969,87.36060333,11.25580025,2.90E-07,96.76429749
259.0230103,475.9710083,0,27.42779922,1,-74.28340149,92.63770294,-105.7170029,87.36229706,-1.793480039,2.90E-07,96.6638031
259.2229919,475.9710083,0,27.59950066,1,-74.15640259,92.63610077,-105.8440018,87.36389923,-29.18810081,2.90E-07,90.34159851
259.4230042,475.9710083,0,27.77149963,1,-74.02960205,92.63439941,-105.9700012,87.36560059,-70.90119934,2.90E-07,96.38729858
259.6229858,475.9710083,0,27.94400024,1,-73.90299988,92.63279724,-106.0970001,87.36720276,-126.9059982,2.91E-07,96.28700256
259.822998,475.9710083,0,28.11680031,1,-73.77649689,92.63110352,-106.2229996,87.36889648,162.8249969,2.91E-07,98.68240356
260.0230103,475.9710083,0,28.29000092,1,-73.65019989,92.62940216,-106.3499985,87.37059784,78.31939697,2.91E-07,94.53450012
260.2229919,475.9710083,0,28.46349907,1,-73.52400208,92.62770081,-106.4759979,87.37229919,-20.39609909,2.91E-07,92.16829681
260.4230042,475.9710083,0,28.63730049,1,-73.39800262,92.62599945,-106.6019974,87.37400055,-133.2940063,2.91E-07,94.95649719
260.6229858,475.9710083,0,28.81150055,1,-73.27220154,92.62419891,-106.7279968,87.37580109,99.65440369,2.92E-07,98.64659882
260.822998,475.9710083,0,28.98609924,1,-73.14649963,92.62249756,-106.8529968,87.37750244,-41.52399826,2.92E-07,100.987999
261.0230103,475.9710083,0,29.16090012,1,-73.02100372,92.6207962,-106.9789963,87.3792038,163.1990051,2.92E-07,92.13539886
261.2229919,475.9710083,0,29.33609962,1,-72.89569855,92.6190033,-107.1039963,87.3809967,-6.148469925,2.92E-07,99.70429993
261.4230042,475.9710083,0,29.51160049,1,-72.77050018,92.61720276,-107.2289963,87.38279724,170.4620056,2.92E-07,96.40110016
261.6229858,475.9710083,0,29.68740082,1,-72.64559937,92.6155014,-107.3539963,87.3844986,-26.94179916,2.92E-07,101.1080017
261.822998,475.9710083,0,29.8635006,1,-113.6470032,92.51760101,-113.1999969,87.48239899,128.4880066,3.04E-07,95.60780334
262.0230103,475.9710083,0,30.03989983,1,-113.7630005,92.51540375,-113.3160019,87.48459625,-6.264210224,3.04E-07,101.6230011
262.2229919,475.9710083,0,30.21660042,1,-113.8779984,92.51329803,-113.4319992,87.48670197,-153.5579987,3.04E-07,95.4858017
262.4230042,475.9710083,0,30.39360046,1,-113.9940033,92.51110077,-113.5469971,87.48889923,46.60979843,3.05E-07,100.9580002
262.6229858,475.9710083,0,30.57089996,1,-114.1090012,92.5089035,-113.6620026,87.4910965,-125.7649994,3.05E-07,95.54419708
262.822998,475.9710083,0,30.74850082,1,-114.223999,92.50669861,-113.7770004,87.49330139,49.29859924,3.05E-07,102.5059967
263.0230103,475.9710083,0,30.92630005,1,-114.3379974,92.50440216,-113.8909988,87.49559784,-148.2350006,3.05E-07,96.17810059
263.2229919,475.9710083,0,31.10440063,1,-114.4530029,92.50219727,-114.0059967,87.49780273,1.575469971,3.06E-07,104.072998
263.4230042,475.9710083,0,31.28280067,1,-114.5670013,92.5,-114.1200027,87.5,138.6459961,3.06E-07,97.19080353
263.6229858,475.9710083,0,31.46139908,1,-114.6809998,92.49780273,-114.2340012,87.50219727,-97.09010315,3.06E-07,105.5149994
263.822998,475.9710083,0,31.64030075,1,77.18599701,91.79429626,102.814003,88.20570374,60.42079926,4.26E-07,100.3710022
264.0230103,475.9710083,0,31.81940079,1,77.09850311,91.79370117,102.901001,88.20629883,4.226490021,4.26E-07,106.6159973
264.2229919,475.9710083,0,31.99880028,1,77.01110077,91.79309845,102.9889984,88.20690155,-61.97119904,4.27E-07,107.3089981
264.4230042,475.9710083,0,32.17839813,1,76.92379761,91.79239655,103.0759964,88.20760345,-138.1620026,4.27E-07,104.4759979
264.6229858,475.9710083,0,32.35829926,1,76.83650208,91.79180145,103.1640015,88.20819855,135.6649933,4.27E-07,106.4919968
264.822998,475.9710083,0,32.53839874,1,76.74919891,91.79109955,103.2509995,88.20890045,39.52090073,4.27E-07,104.6409988
265.0230103,475.9710083,0,32.71870041,1,76.66210175,91.79049683,103.3379974,88.20950317,-66.58460236,4.27E-07,131.423996
265.2229919,475.9710083,0,32.89920044,1,-115.5859985,92.47969818,-115.1389999,87.52030182,162.9880066,3.08E-07,102.7549973
265.4230042,475.9710083,0,33.08000183,1,-115.697998,92.47740173,-115.2519989,87.52259827,178.9940033,3.09E-07,113.8130035
265.6229858,475.9710083,0,33.26100159,1,-115.8099976,92.47519684,-115.3639984,87.52480316,-176.4129944,3.09E-07,110.6050034
265.822998,475.9710083,0,33.44219971,1,-115.9219971,92.47290039,-115.4749985,87.52709961,176.7140045,3.09E-07,106.6569977
266.0230103,475.9710083,0,33.62369919,1,-116.0339966,92.47059631,-115.586998,87.52940369,158.3110046,3.10E-07,115.3980026
266.2229919,475.9710083,0,33.80530167,1,-116.1449966,92.46829987,-115.697998,87.53170013,128.3339996,3.10E-07,108.3980026
266.4230042,475.9710083,0,33.98709869,1,-116.2559967,92.46600342,-115.8089981,87.53399658,86.75849915,3.10E-07,106.3939972
266.6229858,475.9710083,0,34.1692009,1,-116.3669968,92.46369934,-115.9199982,87.53630066,33.57310104,3.10E-07,128.3930054
266.822998,475.9710083,0,34.35139847,1,-116.4779968,92.46130371,-116.0309982,87.53869629,-31.22240067,3.11E-07,106.5979996
267.0230103,475.9710083,0,34.53390121,1,-116.5879974,92.45899963,-116.1419983,87.54100037,-107.6210022,3.11E-07,106.4290009
267.2229919,475.9710083,0,34.71649933,1,-116.6989975,92.45670319,-116.2519989,87.54329681,164.3899994,3.11E-07,115.0360031
267.4230042,475.9710083,0,34.89929962,1,-116.8089981,92.45439911,-116.3619995,87.54560089,64.82550049,3.12E-07,103.887001
267.6229858,475.9710083,0,35.08240128,1,-116.9189987,92.45200348,-116.4720001,87.54799652,-46.29660034,3.12E-07,104.2509995
267.822998,475.9710083,0,35.2655983,1,-117.0289993,92.4496994,-116.5820007,87.5503006,-168.9570007,3.12E-07,107.935997
268.0230103,475.9710083,0,35.44889832,1,-117.1380005,92.44730377,-116.6910019,87.55269623,56.86230087,3.13E-07,103.0680008
268.2229919,475.9710083,0,35.63249969,1,-117.2470016,92.44499969,-116.8010025,87.55500031,-88.81839752,3.13E-07,103.5849991
268.4230042,475.9710083,0,35.81620026,1,-117.3560028,92.44259644,-116.9100037,87.55740356,114.0179977,3.13E-07,102.4349976
268.6229858,475.9710083,0,36.00009918,1,75.10410309,91.77829742,104.8960037,88.22170258,-67.3321991,4.30E-07,112.0699997
268.822998,475.9710083,0,36.18420029,1,75.01809692,91.77760315,104.9820023,88.22239685,-0.599389017,4.30E-07,113.0650024
269.0230103,475.9710083,0,36.36849976,1,74.93229675,91.77690125,105.0680008,88.22309875,56.39680099,4.30E-07,121.2139969
269.2229919,475.9710083,0,36.55289841,1,74.84649658,91.77619934,105.1529999,88.22380066,103.6679993,4.31E-07,113.2220001
269.4230042,475.9710083,0,36.73740005,1,74.76080322,91.77539825,105.2389984,88.22460175,141.2259979,4.31E-07,109.8970032
269.6229858,475.9710083,0,36.92219925,1,74.67510223,91.77469635,105.3249969,88.22530365,169.0829926,4.31E-07,118.3610001
269.822998,475.9710083,0,37.10710144,1,74.58959961,91.77400208,105.4100037,88.22599792,-172.75,4.31E-07,111.0680008
270.0230103,475.9710083,0,37.292099,1,74.50409698,91.77330017,105.4960022,88.22669983,-164.2610016,4.31E-07,109.4919968
270.2229919,475.9710083,0,37.47729874,1,74.41860199,91.77249908,105.5810013,88.22750092,-165.4369965,4.31E-07,115.7600021
270.4230042,475.9710083,0,37.66270065,1,74.33329773,91.77179718,105.6669998,88.22820282,-176.2669983,4.32E-07,107.4540024
270.6229858,475.9710083,0,37.84820175,1,74.2480011,91.77100372,105.7519989,88.22899628,163.2619934,4.32E-07,115.8470001
270.822998,475.9710083,0,38.03379822,1,74.16280365,91.77030182,105.836998,88.22969818,133.1609955,4.32E-07,106.9250031
271.0230103,475.9710083,0,38.21960068,1,-9.598250389,92.82150269,9.598250389,87.17849731,-112.1689987,2.71E-07,116.1050034
271.2229919,475.9710083,0,38.4056015,1,-9.621850014,92.82839966,9.621850014,87.17160034,31.48150063,2.70E-07,115.3949966
271.4230042,475.9710083,0,38.59170151,1,-9.645569801,92.83529663,9.645569801,87.16470337,174.6060028,2.70E-07,116.0159988
271.6229858,475.9710083,0,38.7779007,1,-9.669400215,92.84220123,9.669400215,87.15779877,-42.79949951,2.69E-07,117.211998
271.822998,475.9710083,0,38.96419907,1,-9.693340302,92.84909821,9.693340302,87.15090179,99.26119995,2.69E-07,117.1259995
272.0230103,475.9710083,0,39.15069962,1,-9.717410088,92.85610199,9.717410088,87.14389801,-119.2160034,2.68E-07,116.2580032
272.2229919,475.9710083,0,39.33729935,1,-9.741589546,92.86319733,9.741589546,87.13680267,21.76510048,2.67E-07,116.487999
272.4230042,475.9710083,0,39.52410126,1,-9.765899658,92.87020111,9.765899658,87.12979889,162.1999969,2.67E-07,119.0339966
272.6229858,475.9710083,0,39.71099854,1,-9.790320396,92.87729645,9.790320396,87.12270355,-57.91389847,2.66E-07,119.8450012
272.822998,475.9710083,0,39.89799881,1,-9.814860344,92.8844986,9.814860344,87.1155014,81.41829681,2.65E-07,118.5419998
273.0230103,475.9710083,0,40.08509827,1,-9.839529991,92.89160156,9.839529991,87.10839844,-139.8070068,2.65E-07,118.0950012
273.2229919,475.9710083,0,40.2723999,1,-9.864319801,92.89880371,9.864319801,87.10119629,-1.592970014,2.64E-07,119.6809998
273.4230042,475.9710083,0,40.45980072,1,-9.889240265,92.90609741,9.889240265,87.09390259,136.0559998,2.63E-07,122.0930023
273.6229858,475.9710083,0,40.64730072,1,-51.7276001,92.16049957,-127.8259964,87.83950043,50.96749878,3.54E-07,110.0459976
273.822998,475.9710083,0,40.8348999,1,-51.64229965,92.15799713,-127.9110031,87.84200287,-117.0299988,3.54E-07,111.5650024
274.0230103,475.9710083,0,41.02259827,1,-51.55720139,92.15550232,-127.9960022,87.84449768,67.1230011,3.55E-07,111.4960022
274.2229919,475.9710083,0,41.21049881,1,-51.47240067,92.15299988,-128.0809937,87.84700012,-116.5540009,3.55E-07,109.8740005
274.4230042,475.9710083,0,41.39839935,1,-51.38769913,92.15049744,-128.1660004,87.84950256,51.957901,3.56E-07,108.3610001
274.6229858,475.9710083,0,41.58649826,1,-51.30319977,92.14800262,-128.25,87.85199738,-147.3220062,3.56E-07,107.6269989
274.822998,475.9710083,0,41.77470016,1,-51.21889877,92.14550018,-128.3339996,87.85449982,5.62748003,3.57E-07,107.6019974
275.0230103,475.9710083,0,41.96300125,1,-51.13479996,92.14299774,-128.4179993,87.85700226,150.826004,3.57E-07,107.6220016
275.2229919,475.9710083,0,42.15140152,1,-51.05089951,92.14050293,-128.5019989,87.85949707,-71.70580292,3.57E-07,107.0569992
275.4230042,475.9710083,0,42.33990097,1,-50.96720123,92.13800049,-128.5859985,87.86199951,58.05360031,3.58E-07,106.5199966
275.6229858,475.9710083,0,42.5284996,1,-50.88370132,92.13549805,-128.6699982,87.86450195,-179.875,3.58E-07,106.6529999
275.822998,475.9710083,0,42.71730042,1,-50.80039978,92.13310242,-128.753006,87.86689758,-65.46959686,3.59E-07,106.5910034
276.0230103,475.9710083,0,42.90610123,1,-50.71730042,92.13059998,-128.8359985,87.86940002,41.29100037,3.59E-07,105.9150009
276.2229919,475.9710083,0,43.09500122,1,-50.63439941,92.12809753,-128.9190063,87.87190247,140.4290009,3.59E-07,106.3830032
276.4230042,475.9710083,0,43.2840004,1,-50.55170059,92.12560272,-129.0019989,87.87439728,-128.0339966,3.60E-07,108.112999
276.6229858,475.9710083,0,43.47320175,1,-50.46910095,92.12310028,-129.0839996,87.87689972,-44.07350159,3.60E-07,109.7610016
276.822998,475.9710083,0,43.66239929,1,-50.38679886,92.12059784,-129.1670074,87.87940216,32.33359909,3.61E-07,112.4199982
277.0230103,475.9710083,0,43.85169983,1,-50.30459976,92.11820221,-129.2489929,87.88179779,101.2129974,3.61E-07,109.0270004
277.2229919,475.9710083,0,44.04109955,1,-50.22269821,92.11569977,-129.3309937,87.88430023,162.5939941,3.62E-07,107.0309982
277.4230042,475.9710083,0,44.23059845,1,-50.14089966,93.79989624,-129.4120026,93.79989624,-113.6299973,3.63E-07,112.2750015
277.6229858,475.9710083,0,44.42020035,1,-50.05929947,93.79550171,-129.4940033,93.79550171,-60.64070129,3.63E-07,113.7259979
277.822998,475.9710083,0,44.60990143,1,-49.97790146,93.79109955,-129.5749969,93.79109955,-15.0564003,3.63E-07,130.4179993
278.0230103,475.9710083,0,44.79959869,1,-49.89680099,93.78659821,-129.6569977,93.78659821,23.17169952,3.64E-07,116.5619965
278.2229919,475.9710083,0,44.98949814,1,-49.81579971,93.78220367,-129.7380066,93.78220367,54.10609818,3.64E-07,114.0029984
